S/N,HCP CODE,NAME,ADDRESS,TYPE OF SERVICE,LGA,STATE,
3178,LA/0063,Hova's Place Hospital & Clinic,"House 23, T Close, 5th Avenue, Festac Town, Lagos",,Amuwo-Odofin,Lagos,
3179,LA/0065,Palm Beach Foundation Hospital Ltd.,"157 Old Ojo Road, Amuwo Odofin, Festac Town, Lagos",,Amuwo-Odofin,Lagos,
3180,LA/0067,Keamax Pharmaceutical (Nig.) Ltd,"101 Iganmu Road, Sari, Iganmu",Pharmacy,Amuwo-Odofin,Lagos,
3181,LA/0068,Peechard Pharmaceuticals Ltd.,"Ona Shopping Complex, 2nd Avenue, Opp. L Close, Festac Town",Pharmacy,Amuwo-Odofin,Lagos,
3182,LA/0069,Oxpharm Specialities Ltd.,"32 Road, By 3rd Avenue, Festac Town",Pharmacy,Amuwo-Odofin,Lagos,
3183,LA/0070,Davtin Pharmacy & Stores,"21 Road, G Close, House 2, Festac",Pharmacy,Amuwo-Odofin,Lagos,
3184,LA/0071,Mak-Mach Ltd.,"No 1, Frank Ojadi Close, Opp Golden Park Estate, Ogidan, Lekki - Epe Express way, Lagos",Pharmacy,Amuwo-Odofin,Lagos,
3185,LA/0073,West End Pharmacy Ltd.,"Snow Flakes Plaza, Suite3, 311 Road F Close Festac Town",Pharmacy,Amuwo-Odofin,Lagos,
3186,LA/0074,Klemzy Pharmaceutical & Allied Products Ltd.,"5th Ave, F Close, Festac Town",Pharmacy,Amuwo-Odofin,Lagos,
3187,LA/0075,Whiteood Pharmaceutical & Allied Products Ltd.,2nd Ave. 22 Road b/w & F Close(opp FHA water works) Festac,Pharmacy,Amuwo-Odofin,Lagos,
3188,LA/0076,Pharm Care Support Services Ltd.,"51 Road, opp NITEL Gate, Festac Town",Pharmacy,Amuwo-Odofin,Lagos,
3189,LA/0078,Pharm Care support Services,"29, Community Road, Satelite Town",Laboratory,Amuwo-Odofin,Lagos,
3190,LA/0079,La Saplenza Hospital Ltd.,"2nd Ave, 21 Road D Close House 15 Festac Town Lagos",,Amuwo-Odofin,Lagos,
3191,LA/0080,St. Jude's Hospital,"21 Road, B Close, House 3, Festac Town",,Amuwo-Odofin,Lagos,
3192,LA/0081,Royal Oak Hospital,"21 Rd C Close House 24 Festac Town, Lagos",,Amuwo-Odofin,Lagos,
3193,LA/0082,Ituah Hospital Ltd.,512 Road J. Close Festac Town Lagos,,Amuwo-Odofin,Lagos,
3194,LA/0083,God's Power Clinic Hosp. & Mat.,321 Road C. Close House 7. Festac Town Lagos,,Amuwo-Odofin,Lagos,
3195,LA/0085,Emel Hospital,"21 Road Z Close,Festac Town",-,Amuwo-Odofin,Lagos,
3196,LA/0086,AMC Hospital,"House 19, Dubar Road, Mile 2, Lagos",,Amuwo-Odofin,Lagos,
3197,LA/0087,Cedar Group Hospital,"208 Road, D Close, FHA, Festac Town, Lagos",,Amuwo-Odofin,Lagos,
3198,LA/0088,"Lagoon Hospital, Apapa","8 Marine Road , Apapa Lagos",,Apapa,Lagos,
3199,LA/0089,Funlol Medical Service Ltd.,10 Ashanti Road Apapa Lagos,,Apapa,Lagos,
3200,LA/0090,Dako Medical Centre (Hosp. & Mat. Home),"225b Kirikiri Rd., Trinity Bus Stop, Olodi, Apapa, Lagos.",,Apapa,Lagos,
3201,LA/0092,Unicare Clinic,"10 Ashanti Road, Apapa, Lagos",,Apapa,Lagos,
3202,LA/0093,Abbey Medical Centre,"74 Idewu Street, Olodi, Apapa, Lagos",,Apapa,Lagos,
3203,LA/0094,Sonex Clinics Ltd. (Hosp. & Mat.),"5b Emordi Street, Olodi, Apapa, Lagos.",,Apapa,Lagos,
3204,LA/0096,Ostard Hospital & Mat. Home,"161, Idewu Street, Olodi, Apapa, Lagos.",,Apapa,Lagos,
3205,LA/0097,Faleti Medical Centre,"204, Kirikiri Road, Trinity B/Stop, Olodi, Apapa, Lagos.",,Apapa,Lagos,
3206,LA/0098,Medics Medical Centre,"88, Osho Drive, Olodi, Apapa, Lagos.",,Apapa,Lagos,
3207,LA/0099,Iduna Specialist Hospital,"1a, Takorodi Road, Gra, Apapa, Lagos.",,Apapa,Lagos,
3208,LA/0100,Heda Hospital Group,"No 2A, Princess Aina jegede close, Ajao Estate, Apapa, Lagos.",,Apapa,Lagos,
3209,LA/0101,Christ Medical Centre,"28 Randle Road, Apapa, Lagos",,Apapa,Lagos,
3210,LA/0102,Hilton Hospital,"2 Berger Street, Olodi, Apapa, Lagos.",,Apapa,Lagos,
3211,LA/0103,Manbido Pharmaceuticals Co. Ltd.,"196, Idewu Street, Olodi Apapa",Pharmacy,Apapa,Lagos,
3212,LA/0104,Jogen Pharm & Trading company Ltd.,"30 Ojo Road, Apapa",Pharmacy,Apapa,Lagos,
3213,LA/0105,Jaykay Pharmacy Ltd.,"9 Randie Crescent, Apapa",Pharmacy,Apapa,Lagos,
3214,LA/0106,Jaykay Pharmacy Ltd.,"14 Adeniyi Jones Avenue, Ikeja",Pharmacy,Ikeja,Lagos,
3215,LA/0107,Meditrade Pharmacy,"3, Salawu Str. Olodi Apapa",Pharmacy,Apapa,Lagos,
3216,LA/0111,"General Hospital, Badagry",Badagry,,Badagry,Lagos,
3217,LA/0112,Grace-Land Medical Center,"147, Badagry Expressway",,Ojo,Lagos,
3218,LA/0114,Kilad Merit Diagnostic Centre,"Casidy Bus Stop, Badagry Nexpressway Okokomaiko",Laboratory,Badagry,Lagos,
3219,LA/0116,Udeco Eye Clinic,"Suite E100, Ikota Shopping Complex, Lekki",Ophthamology,Eti-Osa,Lagos,
3220,LA/0117,Pennisula Hospital,"KM 23, Lekki-Epe Exp. Way,Lekki","Internal Medicine,O & G,Radiology,Laboratory,Ophthamology,General Surgery",Eti-Osa,Lagos,
3221,LA/0118,The Royal Infirmary,"36,Aiyetoro Str. By HFP/NGC off Lekki -Epe Exp. Way, Ajah","General Medicine,General Surgery,O&G,Laboratory, Pharmacy",Damaturu,Yobe,
3222,LA/0119,"Oral Dent, Dental Clinics","E62, Ikota Shopping Complex, Lekki",Dental,Eti-Osa,Lagos,
3223,LA/0123,Doreen Pharmacy,"1, Kemfat Road,Thomas Village,Lekki-Epe Express Way",Pharmacy,Eti-Osa,Lagos,
3224,LA/0124,Health Function Nig. Ltd.,8. Gbadedo Street . Ojota Lagos,,Ikeja,Lagos,
3225,LA/0125,"General Hospital, Epe",Epe,,Epe,Lagos,
3226,LA/0127,Unique Eye Centre Ltd.,"21,Obalande Rd. Ikoyi",Ophthalmology,Eti-Osa,Lagos,
3227,LA/0129,Crest Consultant Clinics,"2,Keffi St., S.W. Ikoyi","Int. Medicine,General Surgery,O &G,Paediatrics,Ophthalmology,ENT,Radiology,Laboratory, Pharmacy",Eti-Osa,Lagos,
3228,LA/0130,Solo Medical Services Ltd.,"867A, Bishop Aboyade Cole Street, V/Island, Lagos",Laboratory,Eti-Osa,Lagos,
3229,LA/0131,Nivco Medical Diag. Services,Plot 277B Ade Ogun Street Victoria Island,Pharmacy,Eti-Osa,Lagos,
3230,LA/0134,Doren Specialist Hospital,"1 Kemfat Road , Thomas Village, lekki.",,Eti-Osa,Lagos,
3231,LA/0135,Kings Hospital,"39 Mashalashi Street off Keffi Road, Obalende, Ikoyi",,Eti-Osa,Lagos,
3232,LA/0136,Gold Cross Hospital,"17B Bourdillon Road, Ikoyi",,Eti-Osa,Lagos,
3233,LA/0138,Cosmoderm Medical Centre,"202, Awolowo Road, Folomo, Ikoyi, Lagos.",,Eti-Osa,Lagos,
3234,LA/0143,J-Rapha Hospital,"40 Ado Lamgbasa Road, Ajah,",,Eti-Osa,Lagos,
3235,LA/0144,Shalom Hospital Of Int'L Check Up Ltd.,"Off Admirally Way, Off Wale Ariyo Street, Lekki, Lagos.",,Eti-Osa,Lagos,
3236,LA/0145,Germaine Health Centre,"Km 63 Lagos/Epe Expressway, Lekki, Lagos.",,Eti-Osa,Lagos,
3237,LA/0146,Magbon Alade Medical Centre,"1, Okeowo Ave, Magbon Alade Town, Lekki, Lagos",,Eti-Osa,Lagos,
3238,LA/0147,The Peninsular Hospital,"Km 23, Lagos Expressway, Ikota, Lekki, Lagos",,Eti-Osa,Lagos,
3239,LA/0148,Havilah Hospital,"Havilah Bus Stop, Ajah - Adoh Road Opp. Dredging Site, Ajah",,Eti-Osa,Lagos,
3240,LA/0150,Udeco Medical Centre,"Plot 39, 36 Udeco Medical Road off Chevron Drive, Chevy Estate, Lekki",,Eti-Osa,Lagos,
3241,LA/0151,The Royal Infirmary Hospital,"Badore Road, Off Ajah - Addo Road",,Eti-Osa,Lagos,
3242,LA/0152,Ogongo Medical Centre,"72 Lagos Road, Badagry, Lagos",,Eti-Osa,Lagos,
3243,LA/0153,Safi Pharmacy Ltd.,"28A Adeola Hopewell Street, Victoria Island",Pharmacy,Eti-Osa,Lagos,
3244,LA/0154,Gobitex Pharm. Ltd.,"Regency Suites, Plot 1615, Ahmed Onibudo Street, Off Adeola,",Pharmacy,Eti-Osa,Lagos,
3245,LA/0155,Medicine Plus (Pharm),"Woolworth Plaza, 1st Floor, Plot 307 Adeola Odeku street, V/Island.",Pharmacy,Eti-Osa,Lagos,
3246,LA/0156,Pearle Pharmacy,"32, Ajeniya St. Obalende, Ikoyi",Pharmacy,Eti-Osa,Lagos,
3247,LA/0157,Commark Ventures Ltd. (Pharm & Stores),"Shop 50, LSDPC Corporation Drive, Dolphin Estate, Ikoyi",Pharmacy,Eti-Osa,Lagos,
3248,LA/0158,Basic Pharmacy,"136, Awolowo Way, SW Ikoyi, Falomo",Pharmacy,Eti-Osa,Lagos,
3249,LA/0159,His-Care Int'l,"Suite 1, New Giwa Shopping Complex, Rumens Road, Off Kingswa",Pharmacy,Eti-Osa,Lagos,
3250,LA/0160,Cosmos Diagnostic Centre,202 Awolowo Road Folomo Ikoyi,"Radiology , Mammagram , Laboratory",Eti-Osa,Lagos,
3251,LA/0164,Olatunbosun Convalescent & Mat. Home,"2, Olatunbosun Close, Egbatedo Obadeyi B/Stop Ijaye",,Ifako-Ijaye,Lagos,
3252,LA/0165,Uptown Medical Centre,"60 Agbado Road, Ijaiye Ojokoro near Bukinsheen Int''l School",,Ifako-Ijaye,Lagos,
3253,LA/0166,Jovel (Nig.) Ltd.,"Ibrahim Onashokun street, Ifakogbogada",Pharmacy,Ifako-Ijaye,Lagos,
3254,LA/0167,Fehinbade Dignostics,"2 Lawal Street off Church Bus Stop, Jankara, Ijaiye Ojokoro",Laboratory,Ifako-Ijaye,Lagos,
3255,LA/0168,Formor International Ltd. (Pharmacy),"89, Ihu Road, Ifoko, Iju Rd. Ifako",Pharmacy,Ifako-Ijaye,Lagos,
3256,LA/0170,The Shepered Medical Center (For Children),Ikeja-Lagos,,Ikeja,Lagos,
3257,LA/0173,Yima Clinic,"No. 107 Ogudu Rd, Ojota",,Ikeja,Lagos,
3258,LA/0174,"Eko Hospital, Ikeja","31, Mobolaji Bank, Anthony Way Ikeja",,Ikeja,Lagos,
3259,LA/0175,Allison Memorial Clinc,Plot 330 Adeyemo Akakpo St. Omole,,Ikeja,Lagos,
3260,LA/0176,Bodet Medicare & Maternity,"6/8 Odewale St. Alausa, Ikeja",,Ikeja,Lagos,
3261,LA/0177,Brafus Specialist Hospital,"1b Ajayi Road, Ogba",,Ikeja,Lagos,
3262,LA/0178,Eziekel Medical Centre,55 Oduduwa Crescent,,Ikeja,Lagos,
3263,LA/0179,St. Leo's Catholic Clinic,"C/O Catholic Church,10 Toyin Str. Ikeja",,Ikeja,Lagos,
3264,LA/0181,Life Support Medical Center,"1, Oba Docemo Street G.R.A Ikeja, Lagos.",-,Ikeja,Lagos,
3265,LA/0182,St. Ives Medical Centre,90 Opebi Rd. Ikeja,,Ikeja,Lagos,
3266,LA/0183,Foly Clinic,3 Julius Showunmi Str. Shogunle,,Ikeja,Lagos,
3267,LA/0184,Fasanmi Clinic And Maternity,5/7 Olori Str. Shogunle Ikeja,,Ikeja,Lagos,
3268,LA/0186,Ikeja Medical Centre,"11 Ogun Modede Street Off, Allen Avenue , Ikeja",,Ikeja,Lagos,
3269,LA/0187,Holy Trinity Hospital,1108 Awolowo Way Ikeja Lagos,,Ikeja,Lagos,
3270,LA/0189,County Hospital Ltd.,41-45 Isheri Road Ogba Ikeja Lagos,,Ikeja,Lagos,
3271,LA/0190,Motayo Hospital Limited,"3. Owodumi Street, Off Toyin Street Ikeja Lagos",,Ikeja,Lagos,
3272,LA/0191,CRI Medi Clinics - Ikeja,Ikeja Opearations Hq Ngb Building 144 Oba Akran Avenue Ikeja,,Ikeja,Lagos,
3273,LA/0192,Queens Specialist Hospital Ltd,"3B CMD Road, Magodo GRA",,Ikeja,Lagos,
3274,LA/0194,Hugo Medical Centre,"3, Johnson Street, Off Awolowo Way, Ikeja, Lagos",,Ikeja,Lagos,
3275,LA/0196,Triumph Medical Centre,"32, Unity Road, Ikeja, Lagos.",,Ikeja,Lagos,
3276,LA/0198,June-One Clinic,"52, Opebi Road, Ikeja, Lagos",,Ikeja,Lagos,
3277,LA/0200,Shoreman Medical Centre,"31, Olowu Street, Ikeja, Lagos",,Ikeja,Lagos,
3278,LA/0201,Estate Clinic & Holy Trinity Hospital,"110b Awolowo Way, Ikeja, Lagos",,Ikeja,Lagos,
3279,LA/0203,Ebenezer-Thomas Clinic,"34a, Aba Johnson Cresc. Off Adeniyi Jones Adekunle Village,",,Ikeja,Lagos,
3280,LA/0205,Pharmaceutical Manufacturing Group,"5, Elenwa Str. Off Ajao Adeniyi Jones",Pharmacy,Ikeja,Lagos,
3281,LA/0206,Pharm. Agboola Oguntonade,"1, Oguntonade Close, Okupe Estate, Maryland",Pharmacy,Ikeja,Lagos,
3282,LA/0207,Chezza Pharmacy Ltd.,"211, Ojo Igbede Road, Ajamgbedi, Lagos",Pharmacy,Aba North,Abia,
3283,LA/0208,Spectrum Reference Med. Diag. Lab.,"16, Amore Street, Off Toyin Street Ikeja",Laboratory,Ikeja,Lagos,
3284,LA/0209,Kowa Medical Diagnosis Laboratory,"12 Medical Road, Ikeja",Laboratory,Ikeja,Lagos,
3285,LA/0211,Jimak Medical Diagnosis Lab.,"17, Medical Road, Simbat Rd. Ikeja",Laboratory,Ikeja,Lagos,
3286,LA/0212,Hospital Laboratories,"4, Gbadebo Street, Simbat Abiola Rd. ikeja",Laboratory,Ikeja,Lagos,
3287,LA/0213,Pharmarision Ltd.,"36, Oluwoleyimu Street, Ikeja",Pharmacy,Ikeja,Lagos,
3288,LA/0214,Jelita Pharmacy Ltd.,"9 Alhaja Kofoworola Cresc., Off Awolowo Way, Ikeja",Pharmacy,Ikeja,Lagos,
3289,LA/0215,Nezak Pharm & Stores,"7 Olowu Str., Off Obafemi Awolowo Way, Ikeja",Pharmacy,Ikeja,Lagos,
3290,LA/0216,Dart Drugs (Nig.) Ltd.,"38/40 Yaya Abatan Street, GRA, Ikeja",Pharmacy,Ikeja,Lagos,
3291,LA/0217,CRI Mediclinic,"Isaac John Street, GRA, Ikeja",Pharmacy,Ikeja,Lagos,
3292,LA/0218,Mykene Pharm & Health Care Ltd.,"11 Majekodunmi Str., Off Allen Avenue By Oshopye plaza, Ikej",Pharmacy,Ikeja,Lagos,
3293,LA/0219,Grite Pharm & Stores Ltd.,"129 Abeokuta Expressway, Adeolu Bus Stop, Iyana Ipaja",Pharmacy,Alimosho,Lagos,
3294,LA/0220,Alpha Pharmacy & Stores Ltd.,"2B Alabi Street, Off Toyin Street, Ikeja",Pharmacy,Ikeja,Lagos,
3295,LA/0221,Lulas Ltd.,"Plot 106, Isheri Road, Omole Estate, Ikeja",Pharmacy,Ikeja,Lagos,
3296,LA/0222,Kerson Pharmaceuticals (Nig.) Ltd.,"5, Diya Street, Ifako, Gbadada, Ikeja",Pharmacy,Ikeja,Lagos,
3297,LA/0223,Brigs Pharm,"1 Irewole Avenue, Off 21 Opebird Opebo, Ikeja",Pharmacy,Ikeja,Lagos,
3298,LA/0224,Oluwomisan Pharmacy & Stores,"80 Adeniyi Jones Avenue, Ikeja",Pharmacy,Ikeja,Lagos,
3299,LA/0225,La Pegs Pharm 7 Stores,"30, Isheri Road, Akiode, Ojodu",Pharmacy,Ikeja,Lagos,
3300,LA/0226,Bolar Pharmaceuticals Ltd.,"72A Adeniyi Jones Avenue, Ikeja",Pharmacy,Ikeja,Lagos,
3301,LA/0227,Kay Pharm Nig. Ltd.,"154 Obafemi Awolowo Way, Ikeja",Pharmacy,Ikeja,Lagos,
3302,LA/0228,Dukeb Pharmaceuticals Ltd.,"9 Olabode Str., Ajao Estate, Ikeja",Pharmacy,Ikeja,Lagos,
3303,LA/0229,Ifelodun Pharm Ltd.,"Sheraton Hotels, Annex, Opebi Link Road, Ikeja",Pharmacy,Ikeja,Lagos,
3304,LA/0230,Capstone Pharm & Stores,"163, Akilo Road, Ogba, Ikeja",Pharmacy,Ikeja,Lagos,
3305,LA/0231,Boluke Pharm Ltd.,"134, Awolowo Way, Ikeja",Pharmacy,Ikeja,Lagos,
3306,LA/0232,Moray Pharm,"21, Kodesoh Street, Ikeja",Pharmacy,Ikeja,Lagos,
3307,LA/0233,Pharma Vision Ltd.,"36, Oluwoleyinmi Street, Ikeja",Pharmacy,Ikeja,Lagos,
3308,LA/0235,Domat Pharmacy,"80 Obafemi Awolowo Way, Ikeja",Pharmacy,Ikeja,Lagos,
3309,LA/0237,New-Gate Hospital,59 Ikorodu,,Ikorodu,Lagos,
3310,LA/0238,"General Hospital, Ikorodu","Ikorodu, Lagos",-,Ikorodu,Lagos,
3311,LA/0239,Ikorodu Hospital & Clinic.,"9, Muniratu Alojo Street,Off Lagos Road By Afribank,Ikorodu",-,Ikorodu,Lagos,
3312,LA/0240,Idera Hospital Group,"Ebute Metta Branch, Off Ojogbe Bus Stop, Ikorodu, Lagos.",,Ikorodu,Lagos,
3313,LA/0243,Ramar Pharmacy,"No. 29 Ayangburen Road Opp. NEPA, Ikorodu",Pharmacy,Ikorodu,Lagos,
3314,LA/0244,Diagnostics Associates (W.A) Ltd,"No.4 Shagamu Rd, Ikorodu",Laboratory,Ikorodu,Lagos,
3315,LA/0245,Jimac Diagnostics Medical Lab.,"No.11 Jokodola Close, Ikorodu",Laboratory,Ikorodu,Lagos,
3316,LA/0249,Rabson Pharmceuticals Ltd.,"16, Oresegun Crescent, Off Odunsi Str. Basiga Marina",Pharmacy,Ikeja,Lagos,
3317,LA/0251,Deji Clinic Ltd.,"19 Demurin Street, Catop Chicken George Ketu Lagos",,Kosofe,Lagos,
3318,LA/0252,Ayo Clinic,"No. 8 Alapere Street , Ketu Lagos",,Kosofe,Lagos,
3319,LA/0253,Zion Medical Centre,No. 6 Visa Omotunde Street Off Elebiju Road Ketu Lagos,,Kosofe,Lagos,
3320,LA/0254,Gloria Hospital,"9, Oladeinde Str., Anthony Village",,Kosofe,Lagos,
3321,LA/0256,Life Fountain Medical Clinic,"45, Oyedele Ogunniyi Str. Anthony Village",,Kosofe,Lagos,
3322,LA/0258,Royal Rapha Clinic,"4, First Avenue Maryland",,Kosofe,Lagos,
3323,LA/0259,Folarin Fountain Hospital & Maternity Home,"7, Emmanuel street, Maryland, Jesu Oyingbo complex, behind Mobil/Mr Biggs, Ikeja.",,Kosofe,Lagos,
3324,LA/0260,Lydab Pharm. & Stores,"No. 7 Dipo Awolasi Street, Majodo GRA, Ketu",Pharmacy,Kosofe,Lagos,
3325,LA/0261,Aflog Pharmacy,No. 4 Agboyi Road Alopere-Ketu,Pharmacy,Kosofe,Lagos,
3326,LA/0264,Demsol Pharmacy Ltd.,"1 Moses Adebisi Str. Beside Total Oshogun Bus-stop, Alapere, Ketu",Pharmacy,Kosofe,Lagos,
3327,LA/0265,Med-In Specialist Hospital,"1, Osugbo Street Ogudu,Kosofe",,Kosofe,Lagos,
3328,LA/0266,Mount Sinai Special. Clinic,19a Millitary Str. Onikan Lagos,,Lagos Island,Lagos,
3329,LA/0267,Avon Medical Services Limited,"3rd Floor, West Wing City Hall, Catholic Mission Street, Lagos",,Lagos Island,Lagos,
3330,LA/0268,Longing Medical Centre,"1 Josepha Close, Off Ogundeji Oguntona St, By Ajala Bus Stop, Ijaiye Ojokoro",,Ifako-Ijaye,Lagos,
3331,LA/0269,Good Faith Clinic,"19, Ojo-Giwa Street, Off Idumagbo Avenue, Lagos.",,Lagos Island,Lagos,
3332,LA/0270,Ajike-Sanda Memorial Medical Centre,"54, Adeniji Adele Street, Lagos.",,Lagos Island,Lagos,
3333,LA/0273,ONL Clinical Diagnostic Laboratories,"571 (Terrce Wing), TBS Race Course",Laboratory,Lagos Island,Lagos,
3334,LA/0274,St. Stephen's Hospital,"17/19 Glover Street, Ebute-Metta",,Lagos Mainland,Lagos,
3335,LA/0275,St. Paul's Hospital & Maternity Centre,"71a Ondo Street (East), Ebute Metta",,Lagos Mainland,Lagos,
3336,LA/0277,Mount Sinai Hospital - Ebute Metta,"177, Borno Way, Ebute Metta",,Lagos Mainland,Lagos,
3337,LA/0279,Federal Medical Centre - Ebute Metta,"PMB 1097, Ebute-Metta",,Lagos Mainland,Lagos,
3338,LA/0281,Lagos Mainland Hospital,"Abule-Oja, Yaba",-,Lagos Mainland,Lagos,
3339,LA/0282,St. Stevens Hospital Limited,"16, Majekodunmi Street, Maboju-Shogunle",,Lagos Mainland,Lagos,
3340,LA/0283,Nigerian Railway Hospital,"Ebute Metta,","Obstetrics & Gynaecology, Surgery, Internal Medicine, Pharmacy,Laboratory,Physio",Lagos Mainland,Lagos,
3341,LA/0285,Mt. Sinai Hospital,"177 Borno Way, Ebute Metta",-,Lagos Mainland,Lagos,
3342,LA/0287,Lobel Hospital,"No. 1b Kufeju Street, Alagomeji, Yaba, Lagos",,Lagos Mainland,Lagos,
3343,LA/0288,St. Luke's Hospital,"18 Commercial Avenue, Sabo, Yaba, Lagos.",,Lagos Mainland,Lagos,
3344,LA/0289,Psychiatric Hospital(Community/Staff Clinic),"Yaba, Lagos",,Lagos Mainland,Lagos,
3345,LA/0290,Noble Hospital & Maternity Centre,"340, Borno Way, Alagomeje, Yaba, Lagos.",,Lagos Mainland,Lagos,
3346,LA/0291,Marien Clinic,"7, Montgomery Road, Yaba, Lagos",-,Lagos Mainland,Lagos,
3347,LA/0292,Carrot-Top Drugs Ltd.,"59, Tapa Str. Opp. LSDPC Housing Estate Gate, Ebute Metta.",Pharmacy,Lagos Mainland,Lagos,
3348,LA/0293,Cosmos Chemist Ltd.,"25, Apapa Road, Ebute Metta Cyingbo",Pharmacy,Lagos Mainland,Lagos,
3349,LA/0294,Qualimax Diagnostic Laboratories,"54, Pedro Road, Famous B/Stop Bariga Sabo, Yaba",Laboratory,Lagos Mainland,Lagos,
3350,LA/0295,Keen Medical Diagnosis & Laboratory Services,"No. 248, Borno Way, Off Adekunle str., Yaba Lagos",Laboratory,Lagos Mainland,Lagos,
3351,LA/0296,Blessed-Gaye Madical Diag. centre,"340, Borno Way, Alagomeji",Laboratory,Lagos Mainland,Lagos,
3352,LA/0297,Search Light Medical Laboratory,41 Kano Str. Ebute-Metta,Laboratory,Lagos Mainland,Lagos,
3353,LA/0298,Akoka Physiotheraphy Centre & Gymnasium,"283, Herbert Maculey Road, Alagomeji",Physiotheraphy,Lagos Mainland,Lagos,
3354,LA/0300,Amazing Health Care Specialist Clinics,"19, Little Road,Sabo Yaba",Psychiatric,Lagos Mainland,Lagos,
3355,LA/0302,Raola Pharmacy & Stores,"27, Commercial Avenue, Yaba",Pharmacy,Lagos Mainland,Lagos,
3356,LA/0303,"Okolowhite Nig. Ltd, Pharmacy & Stores","41a Commercial Avenue, Yaba",Pharmacy,Lagos Mainland,Lagos,
3357,LA/0304,Josfred International Ltd.,"Suite 149, Mayoung Barracks, Yaba, Lagos.",Pharmacy,Lagos Mainland,Lagos,
3358,LA/0305,Ebenezer Specialist Hospital,"355 Agege Motor Road Challenge B/Stop, Mushin",,Mushin,Lagos,
3359,LA/0306,Ultima Medical Hospital,3. Cappa Avenue Palmgrove Estate Mushin Lagos,,Mushin,Lagos,
3360,LA/0307,Lumico Medical Centre,8 Folario Street Mushin Lagos,,Mushin,Lagos,
3361,LA/0308,Nusamin Clinc & Maternity Hospital,"1A & 1B Akintola Close Behind LUTH, Mushin Lagos",,Mushin,Lagos,
3362,LA/0309,St. Claire Hospital,44 Alh. Mush Street Papa Ajao Mushin Lagos,,Mushin,Lagos,
3363,LA/0310,Mount Sinai Hospital - Mushin,"32 Olanubi Street, Papa Ajao. Mushin Lagos",,Mushin,Lagos,
3364,LA/0311,Hillstar Clinics,"98 Palm Avenue Papa Ajao, Mushin Lagos",,Mushin,Lagos,
3365,LA/0312,AK Oyekan Hospital,2. Bishop St. Moshalashi Idi-Oro. Mushin Lagos,,Mushin,Lagos,
3366,LA/0313,May Clinics Limited,"Doxology House, 24/26 Sadiku Street Ilasamaja, Off Isolo Express",,Mushin,Lagos,
3367,LA/0314,Summit Hospital & Maternity Home,"5 Summit Close, Off Mosalashi B/Stop",,Mushin,Lagos,
3368,LA/0316,First Shadrach's Hospital & Mat. Home,"8, Assoc. Avenue, Illupeju, Lagos.",,Mushin,Lagos,
3369,LA/0318,Model Medical Centre,"3, Wilmer Str. Off Town Planning Way, Illupeju, Lagos.",,Mushin,Lagos,
3370,LA/0320,Iyalode Bisoye Tejuoso Hospital,"18-20 Ilupeju Bye-Pass Road, Ilupeju, Lagos.",,Mushin,Lagos,
3371,LA/0322,May Hospital Ilupeju,"20, Sura Mogaji Street, Off Coker Road, Illupeju, Lagos.",,Mushin,Lagos,
3372,LA/0323,Ufuoma Specialist Hospital & Mat.,"23, Obalodu Street, Ilupeju Estate, Lagos.",,Mushin,Lagos,
3373,LA/0324,Votai Clinic Ltd,"64, Shylon Street, Palm-Grove, Lagos.",,Mushin,Lagos,
3374,LA/0325,Tabernacle Clinics,"15, Ibadan Street, Ilasamaja, Lagos",,Mushin,Lagos,
3375,LA/0327,Pharma-Flux Limited,"63, Ajose Str. Off Berlet Bus Stop Oshodi-Apapa Expresssway",Pharmacy,Mushin,Lagos,
3376,LA/0328,Firm Pharmacy & Stores,"12 Sadiku Street, Sadiku Bus Stop Ilasamaja",Pharmacy,Mushin,Lagos,
3377,LA/0329,Sanor Medical Services Ltd.,"77A Coker Road, Off Town Planning Way Ilupeju, Lagos","Laboratory, Radiology",Somolu,Lagos,
3378,LA/0330,Devan Pharmacy Ltd.,"36, Olasande Str. Papa Ajao Mushin- Lagos",Pharmacy,Mushin,Lagos,
3379,LA/0331,Lamda Pharmacy Ltd.,"7, Post Office Road, Mushim, Lagos.",Pharmacy,Mushin,Lagos,
3380,LA/0332,Kiladejo Hospital & Specialist Clinics,15ppl Road Off Ppl Bus Stop Badagry Expressway Lagos,,Ojo,Lagos,
3381,LA/0333,Fellowship Clinics,"16,Dada Street,Off Ojo Alaba Int''l Mkt. Road,Beside Ojo LG. Secretariat, Ojo, Lagos",,Ojo,Lagos,
3382,LA/0334,Sabo Crown Hospital & Maternity Home,"1 Dr Chinwuba Anameje Street, beside Sabo-Oniba Primary Sch. Ojo-Igbede Road",,Ojo,Lagos,
3383,LA/0335,La Saplenza Hospital & Maternity Home.,"14,Adeyemi Street, Off Olojo Drive, Ojo",,Ojo,Lagos,
3384,LA/0337,Appleyard Medical Clinic,"Off Km 34, Lagos Badagry, Express Way",,Ojo,Lagos,
3385,LA/0338,Ibijola Medical Centre,31 Badagry Exp/Way Lag.,,Ojo,Lagos,
3386,LA/0339,Femola Hospital,"106, Olola Ring Road, Ijanikin",,Ojo,Lagos,
3387,LA/0340,Klemzy Pharmaceutical Ltd.,"50, Badagary Expressway",Pharmacy,Ojo,Lagos,
3388,LA/0341,Ultima Pharmacy,"57, Ojo igbede Road By Sowemimo B/stop, Off Alabi int''''l",Pharmacy,Ojo,Lagos,
